id,name,height,weight,base_experience,hp,attack,defense,special_attack,special_defense,speed,primary_type,n_types,sec_type_bug,sec_type_dark,sec_type_dragon,sec_type_electric,sec_type_fairy,sec_type_fighting,sec_type_fire,sec_type_flying,sec_type_ghost,sec_type_grass,sec_type_ground,sec_type_ice,sec_type_none,sec_type_normal,sec_type_poison,sec_type_psychic,sec_type_rock,sec_type_steel,sec_type_water
195,quagsire,14,750,151.0,95,85,85,65,65,35,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
196,espeon,9,265,184.0,65,65,60,130,95,110,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
197,umbreon,10,270,184.0,95,65,110,60,130,65,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
198,murkrow,5,21,81.0,60,85,42,85,42,91,dark,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
199,slowking,20,795,172.0,95,75,80,100,110,30,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
200,misdreavus,7,10,87.0,60,60,60,85,85,85,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
201,unown,5,50,118.0,48,72,48,72,48,48,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
202,wobbuffet,13,285,142.0,190,33,58,33,58,33,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
203,girafarig,15,415,159.0,70,80,65,90,65,85,normal,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
204,pineco,6,72,58.0,50,65,90,35,35,15,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
205,forretress,12,1258,163.0,75,90,140,60,60,40,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
206,dunsparce,15,140,145.0,100,70,70,65,65,45,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
207,gligar,11,648,86.0,65,75,105,35,65,85,ground,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
208,steelix,92,4000,179.0,75,85,200,55,65,30,steel,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
209,snubbull,6,78,60.0,60,80,50,40,40,30,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
210,granbull,14,487,158.0,90,120,75,60,60,45,fairy,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
211,qwilfish,5,39,88.0,65,95,85,55,55,85,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
212,scizor,18,1180,175.0,70,130,100,55,80,65,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
213,shuckle,6,205,177.0,20,10,230,10,230,5,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
214,heracross,15,540,175.0,80,125,75,40,95,85,bug,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
215,sneasel,9,280,86.0,55,95,55,35,75,115,dark,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
216,teddiursa,6,88,66.0,60,80,50,50,50,40,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
217,ursaring,18,1258,175.0,90,130,75,75,75,55,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
218,slugma,7,350,50.0,40,40,40,70,40,20,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
219,magcargo,8,550,151.0,60,50,120,90,80,30,fire,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
220,swinub,4,65,50.0,50,50,40,30,30,50,ice,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
221,piloswine,11,558,158.0,100,100,80,60,60,50,ice,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
222,corsola,6,50,144.0,65,55,95,65,95,35,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
223,remoraid,6,120,60.0,35,65,35,65,35,65,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
224,octillery,9,285,168.0,75,105,75,105,75,45,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
225,delibird,9,160,116.0,45,55,45,65,45,75,ice,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
226,mantine,21,2200,170.0,85,40,70,80,140,70,water,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
227,skarmory,17,505,163.0,65,80,140,40,70,70,steel,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
228,houndour,6,108,66.0,45,60,30,80,50,65,dark,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
229,houndoom,14,350,175.0,75,90,50,110,80,95,dark,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
230,kingdra,18,1520,243.0,75,95,95,95,95,85,water,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,phanpy,5,335,66.0,90,60,60,40,40,40,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
232,donphan,11,1200,175.0,90,120,120,60,60,50,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
233,porygon2,6,325,180.0,85,80,90,105,95,60,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
234,stantler,14,712,163.0,73,95,62,85,65,85,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
235,smeargle,12,580,88.0,55,20,35,20,45,75,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
236,tyrogue,7,210,42.0,35,35,35,35,35,35,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
237,hitmontop,14,480,159.0,50,95,95,35,110,70,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
238,smoochum,4,60,61.0,45,30,15,85,65,65,ice,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
239,elekid,6,235,72.0,45,63,37,65,55,95,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
240,magby,7,214,73.0,45,75,37,70,55,83,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
241,miltank,12,755,172.0,95,80,105,40,70,100,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
242,blissey,15,468,608.0,255,10,10,75,135,55,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
243,raikou,19,1780,261.0,90,85,75,115,100,115,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
244,entei,21,1980,261.0,115,115,85,90,75,100,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
245,suicune,20,1870,261.0,100,75,115,90,115,85,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
246,larvitar,6,720,60.0,50,64,50,45,50,41,rock,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
247,pupitar,12,1520,144.0,70,84,70,65,70,51,rock,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
248,tyranitar,20,2020,270.0,100,134,110,95,100,61,rock,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,lugia,52,2160,306.0,106,90,130,90,154,110,psychic,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
250,ho-oh,38,1990,306.0,106,130,90,110,154,90,fire,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
251,celebi,6,50,270.0,100,100,100,100,100,100,psychic,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
252,treecko,5,50,62.0,40,45,35,65,55,70,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
253,grovyle,9,216,142.0,50,65,45,85,65,95,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
254,sceptile,17,522,239.0,70,85,65,105,85,120,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
255,torchic,4,25,62.0,45,60,40,70,50,45,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
256,combusken,9,195,142.0,60,85,60,85,60,55,fire,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
257,blaziken,19,520,239.0,80,120,70,110,70,80,fire,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
258,mudkip,4,76,62.0,50,70,50,50,50,40,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
259,marshtomp,7,280,142.0,70,85,70,60,70,50,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
260,swampert,15,819,241.0,100,110,90,85,90,60,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
261,poochyena,5,136,56.0,35,55,35,30,30,35,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
262,mightyena,10,370,147.0,70,90,70,60,60,70,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
263,zigzagoon,4,175,56.0,38,30,41,30,41,60,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
264,linoone,5,325,147.0,78,70,61,50,61,100,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
265,wurmple,3,36,56.0,45,45,35,20,30,20,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
266,silcoon,6,100,72.0,50,35,55,25,25,15,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
267,beautifly,10,284,178.0,60,70,50,100,50,65,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
268,cascoon,7,115,72.0,50,35,55,25,25,15,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
269,dustox,12,316,173.0,60,50,70,50,90,65,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
270,lotad,5,26,44.0,40,30,30,40,50,30,water,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
271,lombre,12,325,119.0,60,50,50,60,70,50,water,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
272,ludicolo,15,550,216.0,80,70,70,90,100,70,water,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
273,seedot,5,40,44.0,40,40,50,30,30,30,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
274,nuzleaf,10,280,119.0,70,70,40,60,40,60,grass,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275,shiftry,13,596,216.0,90,100,60,90,60,80,grass,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276,taillow,3,23,54.0,40,55,30,30,30,85,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
277,swellow,7,198,159.0,60,85,60,75,50,125,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
278,wingull,6,95,54.0,40,30,30,55,30,85,water,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
279,pelipper,12,280,154.0,60,50,100,95,70,65,water,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
280,ralts,4,66,40.0,28,25,25,45,35,40,psychic,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
281,kirlia,8,202,97.0,38,35,35,65,55,50,psychic,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282,gardevoir,16,484,233.0,68,65,65,125,115,80,psychic,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
283,surskit,5,17,54.0,40,30,32,50,52,65,bug,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
284,masquerain,8,36,159.0,70,60,62,100,82,80,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
285,shroomish,4,45,59.0,60,40,60,40,60,35,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
286,breloom,12,392,161.0,60,130,80,60,60,70,grass,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
287,slakoth,8,240,56.0,60,60,60,35,35,30,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
288,vigoroth,14,465,154.0,80,80,80,55,55,90,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
289,slaking,20,1305,252.0,150,160,100,95,65,100,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
290,nincada,5,55,53.0,31,45,90,30,30,40,bug,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
291,ninjask,8,120,160.0,61,90,45,50,50,160,bug,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
292,shedinja,8,12,83.0,1,90,45,30,30,40,bug,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
293,whismur,6,163,48.0,64,51,23,51,23,28,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
294,loudred,10,405,126.0,84,71,43,71,43,48,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
295,exploud,15,840,221.0,104,91,63,91,73,68,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
296,makuhita,10,864,47.0,72,60,30,20,30,25,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
297,hariyama,23,2538,166.0,144,120,60,40,60,50,fighting,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
298,azurill,2,20,38.0,50,20,40,20,40,20,normal,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299,nosepass,10,970,75.0,30,45,135,45,90,30,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
300,skitty,6,110,52.0,50,45,45,35,35,50,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
301,delcatty,11,326,140.0,70,65,65,55,55,90,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
302,sableye,5,110,133.0,50,75,75,65,65,50,dark,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
303,mawile,6,115,133.0,50,85,85,55,55,50,steel,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
304,aron,4,600,66.0,50,70,100,40,40,30,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
305,lairon,9,1200,151.0,60,90,140,50,50,40,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
306,aggron,21,3600,239.0,70,110,180,60,60,50,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
307,meditite,6,112,56.0,30,40,55,40,55,60,fighting,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
308,medicham,13,315,144.0,60,60,75,60,75,80,fighting,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
309,electrike,6,152,59.0,40,45,40,65,40,65,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
310,manectric,15,402,166.0,70,75,60,105,60,105,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
311,plusle,4,42,142.0,60,50,40,85,75,95,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
312,minun,4,42,142.0,60,40,50,75,85,95,electric,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
313,volbeat,7,177,151.0,65,73,75,47,85,85,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
314,illumise,6,177,151.0,65,47,75,73,85,85,bug,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
315,roselia,3,20,140.0,50,60,45,100,80,65,grass,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
316,gulpin,4,103,60.0,70,43,53,43,53,40,poison,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
317,swalot,17,800,163.0,100,73,83,73,83,55,poison,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
318,carvanha,8,208,61.0,45,90,20,65,20,65,water,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
319,sharpedo,18,888,161.0,70,120,40,95,40,95,water,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
320,wailmer,20,1300,80.0,130,70,35,70,35,60,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
321,wailord,145,3980,175.0,170,90,45,90,45,60,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
322,numel,7,240,61.0,60,60,40,65,45,35,fire,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
323,camerupt,19,2200,161.0,70,100,70,105,75,40,fire,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
324,torkoal,5,804,165.0,70,85,140,85,70,20,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
325,spoink,7,306,66.0,60,25,35,70,80,60,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
326,grumpig,9,715,165.0,80,45,65,90,110,80,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
327,spinda,11,50,126.0,60,60,60,60,60,60,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
328,trapinch,7,150,58.0,45,100,45,45,45,10,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
329,vibrava,11,153,119.0,50,70,50,50,50,70,ground,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
330,flygon,20,820,234.0,80,100,80,80,80,100,ground,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
331,cacnea,4,513,67.0,50,85,40,85,40,35,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
332,cacturne,13,774,166.0,70,115,60,115,60,55,grass,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
333,swablu,4,12,62.0,45,40,60,40,75,50,normal,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
334,altaria,11,206,172.0,75,70,90,70,105,80,dragon,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
335,zangoose,13,403,160.0,73,115,60,60,60,90,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
336,seviper,27,525,160.0,73,100,60,100,60,65,poison,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
337,lunatone,10,1680,161.0,90,55,65,95,85,70,rock,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
338,solrock,12,1540,161.0,90,95,85,55,65,70,rock,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
339,barboach,4,19,58.0,50,48,43,46,41,60,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
340,whiscash,9,236,164.0,110,78,73,76,71,60,water,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
341,corphish,6,115,62.0,43,80,65,50,35,35,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
342,crawdaunt,11,328,164.0,63,120,85,90,55,55,water,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
343,baltoy,5,215,60.0,40,40,55,40,70,55,ground,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
344,claydol,15,1080,175.0,60,70,105,70,120,75,ground,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
345,lileep,10,238,71.0,66,41,77,61,87,23,rock,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
346,cradily,15,604,173.0,86,81,97,81,107,43,rock,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
347,anorith,7,125,71.0,45,95,50,40,50,75,rock,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
348,armaldo,15,682,173.0,75,125,100,70,80,45,rock,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349,feebas,6,74,40.0,20,15,20,10,55,80,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
350,milotic,62,1620,189.0,95,60,79,100,125,81,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
351,castform,3,8,147.0,70,70,70,70,70,70,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
352,kecleon,10,220,154.0,60,90,70,60,120,40,normal,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
353,shuppet,6,23,59.0,44,75,35,63,33,45,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
354,banette,11,125,159.0,64,115,65,83,63,65,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
355,duskull,8,150,59.0,20,40,90,30,90,25,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
356,dusclops,16,306,159.0,40,70,130,60,130,25,ghost,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
357,tropius,20,1000,161.0,99,68,83,72,87,51,grass,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
358,chimecho,6,10,159.0,75,50,80,95,90,65,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
359,absol,12,470,163.0,65,130,60,75,60,75,dark,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
360,wynaut,6,140,52.0,95,23,48,23,48,23,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
361,snorunt,7,168,60.0,50,50,50,50,50,50,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
362,glalie,15,2565,168.0,80,80,80,80,80,80,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
363,spheal,8,395,58.0,70,40,50,55,50,25,ice,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
364,sealeo,11,876,144.0,90,60,70,75,70,45,ice,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
365,walrein,14,1506,239.0,110,80,90,95,90,65,ice,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
366,clamperl,4,525,69.0,35,64,85,74,55,32,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
367,huntail,17,270,170.0,55,104,105,94,75,52,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
368,gorebyss,18,226,170.0,55,84,105,114,75,52,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
369,relicanth,10,234,170.0,100,90,130,45,65,55,water,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
370,luvdisc,6,87,116.0,43,30,55,40,65,97,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
371,bagon,6,421,60.0,45,75,60,40,30,50,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
372,shelgon,11,1105,147.0,65,95,100,60,50,50,dragon,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
373,salamence,15,1026,270.0,95,135,80,110,80,100,dragon,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
374,beldum,6,952,60.0,40,55,80,35,60,30,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
375,metang,12,2025,147.0,60,75,100,55,80,50,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
376,metagross,16,5500,270.0,80,135,130,95,90,70,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
377,regirock,17,2300,261.0,80,100,200,50,100,50,rock,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
378,regice,18,1750,261.0,80,50,100,100,200,50,ice,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
379,registeel,19,2050,261.0,80,75,150,75,150,50,steel,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
380,latias,14,400,270.0,80,80,90,110,130,110,dragon,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
381,latios,20,600,270.0,80,90,80,130,110,110,dragon,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
382,kyogre,45,3520,302.0,100,100,90,150,140,90,water,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
383,groudon,35,9500,302.0,100,150,140,100,90,90,ground,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
384,rayquaza,70,2065,306.0,105,150,90,150,90,95,dragon,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
385,jirachi,3,11,270.0,100,100,100,100,100,100,steel,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
386,deoxys-normal,17,608,270.0,50,150,50,150,50,150,psychic,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
387,turtwig,4,102,64.0,55,68,64,45,55,31,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
388,grotle,11,970,142.0,75,89,85,55,65,36,grass,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
389,torterra,22,3100,236.0,95,109,105,75,85,56,grass,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
390,chimchar,5,62,62.0,44,58,44,58,44,61,fire,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
391,monferno,9,220,142.0,64,78,52,78,52,81,fire,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
